feature,mean_abs_shap
nc_Xch-6d,0.008316021152449865
c_mZagreb2,0.008290090736153685
c_SpAD_Dzp,0.00826168108784796
c_ATS3d,0.008230513890784523
nc_ATS1d,0.008128404484700116
c_piPC5,0.008093861073260641
c_BCUTm-1h,0.008000664911491297
nc_NssssC,0.007931340424790781
nc_Sv,0.00786686338442399
c_SssO,0.007847522739903754
nc_Xp-4d,0.007710413216382038
nc_WPol,0.007520907647594816
nc_ATS7Z,0.007424579506369651
c_TIC4,0.007305220596431196
c_Sp,0.00713862746774813
c_nBondsD,0.006981638293536939
c_MWC04,0.006969221114657407
c_ABC,0.006953889924898131
c_MPC5,0.006922248740151749
c_SpAbs_Dzi,0.006806245856661181
c_VE3_A,0.006749271149363622
c_ATS2pe,0.006490224589167554
c_VR1_Dzi,0.006339795752396278
c_ATS5m,0.006276467603110861
c_VE3_Dzv,0.006243414640995277
nc_nFHRing,0.006205160652898723
nc_ABC,0.00613431953609451
c_ATS6m,0.006003349532661229
c_ATS0d,0.0059465941750373
nc_ATS0d,0.0059047128271073855
nc_nBase,0.0058349153063674535
c_LogEE_A,0.005782285419579246
c_NsCH3,0.0057543506696672575
c_SlogP_VSA5,0.005579887128064272
nc_Xp-1d,0.005523617083207627
c_SpDiam_Dzpe,0.005496362801865204
nc_MW,0.0054267636214561455
nc_MWC05,0.005421195763715721
nc_nO,0.005268271954537444
c_ATS6v,0.005233002549652829
c_SpAD_Dzv,0.004796035531625163
c_PEOE_VSA11,0.004769459298362056
nc_MWC08,0.004644902770748777
c_SRW04,0.0043603109009941006
nc_GhoseFilter,0.004297817116837137
nc_C3SP2,0.003880775927835157
nc_SRW08,0.003846064103241338
c_nRing,0.003596854735649322
nc_SsCl,0.003550663274217611
nc_PEOE_VSA5,0.0034642643730594305
nc_SddsN,0.0030426385655615723
nc_nN,0.002966629338491538
c_Xch-6d,0.002869094468217422
c_nX,0.0028213211224102164
nc_MWC02,0.0023904336227571162
c_nAtom,0.0023668043665107806
c_Diameter,0.002344676366250231
nc_n10FRing,0.0022155998221587278
c_nFRing,0.0020753155953460636
nc_MPC5,0.0019057994433450747
nc_naHRing,0.0015754270075000853
nc_NsCH3,0.001354403141982431
c_PEOE_VSA5,0.001265383073958592
c_nO,0.001039289292213662
nc_NsNH2,0.0006200521724905177
